coco_id,filepath,caption,total_score,detection_score,edge_score,caption_score,num_objects,num_categories,spread_score,edge_density,dense_caption
66841,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000066841.jpg," A whimsical artistic toaster has eyes, a mouth, a nose, spoon feet, spoon ears, and a mixing beater tail.",0.882,0.8562,1,0.7333,7,3,1,0.1086,"A whimsical toaster has been creatively decorated with eyes, a nose, spoon-shaped ears, and other objects to resemble a human face. The appliance stands upright in a kitchen or dining area, transforming an ordinary household item into a playful character. Surrounding utensils and decorative elements contribute to the humorous appearance. The image emphasizes creativity, imagination, and the ability to turn everyday objects into artistic displays through simple modifications and visual storytelling."
25386,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000025386.jpg,A man and woman are sitting together while the man eats with chopsticks.,0.8815,0.95,1,0.52,8,4,1,0.1087,"A man and woman sit together at a restaurant table while sharing a meal. Plates of food, chopsticks, drinks, and condiments are arranged in front of them as they look toward the camera. The indoor dining environment appears casual and welcoming. Their expressions suggest a relaxed social outing, possibly lunch or dinner. The image highlights companionship, dining culture, and the enjoyment of food shared between friends, family members, or a couple."
83531,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000083531.jpg,A BBQ topped with lots of sausages sitting side by side.,0.8813,0.9258,1,0.5733,20,4,1,0.0745,"Several sausages cook on a barbecue grill above glowing heat while metal tongs rest nearby. The close-up perspective focuses on the food as it browns and develops grill marks. Smoke, cooking equipment, and the outdoor setting suggest a backyard gathering or cookout. The image emphasizes food preparation, outdoor cooking traditions, and the anticipation associated with grilled meals served at social events, family gatherings, and community celebrations."
98392,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000098392.jpg,"A photo of a busy intersection with a bus, several cars and a clock tower.",0.8811,0.8544,1,0.7333,11,4,1,0.0925,"A busy city intersection contains multiple cars, a bus, and a prominent clock tower rising above nearby buildings. Traffic moves through the streets while pedestrians and commercial activity contribute to the urban atmosphere. Architectural details and transportation infrastructure create a recognizable downtown setting. The image captures the energy of city life, highlighting the relationship between historic landmarks, modern transportation, and the daily movement of people through a developed urban environment."
12576,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000012576.jpg,An elderly woman seated at a table holding three pizzas.,0.88,1,1,0.4,15,7,1,0.1285,"An elderly woman sits at a dining table with several pizzas placed in front of her. Glasses, dishes, and table settings suggest a meal shared with others outside the frame. The warm indoor environment creates a comfortable and social atmosphere. The image highlights casual dining, family gatherings, and the enjoyment of simple foods in a home or restaurant setting. Attention is drawn to both the food and the person enjoying the occasion."
22705,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000022705.jpg,A woman in a short black dress is holding a champagne flute and standing in front of a refrigerator.,0.8793,0.7911,1,0.8667,5,5,0.6894,0.0497,"A woman wearing a black dress stands confidently in a kitchen while holding a champagne flute. Stainless steel appliances, wooden cabinets, and household furnishings form the background. Her posture and expression suggest she may be attending a celebration, gathering, or special occasion. The image combines elements of hospitality and domestic life, highlighting social interaction within a home environment and the role of food and drink during memorable events."
26204,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000026204.jpg,A group of cars waiting at an intersection for the light to change,0.8781,0.8832,1,0.6533,13,5,1,0.1709,"Cars wait at an urban intersection lined with buildings, trees, and traffic infrastructure. Vehicles occupy multiple lanes as they pause for a traffic signal before continuing through the city. Sidewalks, storefronts, and street signs contribute to the metropolitan atmosphere. The image emphasizes transportation systems, traffic management, and the everyday rhythm of urban mobility. It captures a common moment experienced by commuters traveling through busy downtown streets."
31248,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000031248.jpg,"Living room with white chairs and couches, fireplace and books on bookshelves.",0.878,0.9008,1,0.6133,21,5,1,0.105,"A bright living room features white chairs, comfortable couches, bookshelves, and a fireplace serving as the central focal point. Decorative lamps, framed artwork, and neatly arranged furniture create an elegant and inviting atmosphere. Natural light and balanced interior design contribute to the room’s spacious appearance. The image highlights residential comfort, organization, and interior decorating choices intended to create a warm environment for relaxation, reading, and conversation."
107339,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000107339.jpg,A pretty young lady standing in front of a couch behind a wooden table.,0.8779,0.8897,0.8158,0.96,8,4,0.8336,0.0163,"A woman stands in a modern room near a couch and low wooden tables while another person sits nearby. Bright walls, large windows, and contemporary furniture create a clean and open interior space. The standing woman appears to be speaking, presenting, or interacting with the seated individual. The image conveys communication, collaboration, and casual social interaction within a thoughtfully designed residential or office environment."
87476,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000087476.jpg,two people standing on the same skateboard and holding each other up.,0.8776,0.8998,1,0.6133,13,3,1,0.0701,"Two young people stand together at a public event while holding skateboards and interacting with one another. One person wears a helmet while colorful vehicles and event displays appear in the background. Their posture suggests friendship, instruction, or support during a skateboarding activity. The image highlights youth culture, recreational sports, and community participation. Attention is focused on both the skateboards and the positive social interaction between the participants."
78748,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000078748.jpg,"A couple of motorcycles in front of sign, with people standing around.",0.8775,0.8532,0.9836,0.7467,20,3,1,0.1825,"Several motorcycles are parked in front of a display area featuring brand signage while people gather nearby. The polished bikes are arranged for viewing, suggesting a motorcycle show, dealership event, or public exhibition. Spectators walk around the display, examining the vehicles and socializing. The image emphasizes transportation enthusiasts, recreational vehicle culture, and the visual appeal of motorcycles presented within a public gathering environment."
29596,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000029596.jpg,"A room with a couch, table set with dinnerware and a television. ",0.8774,0.8995,1,0.6133,11,8,1,0.0739,"A hotel-style room contains a couch, television, dining table, and neatly arranged place settings. Warm lighting, curtains, and decorative furnishings create a comfortable and welcoming atmosphere. The table is prepared for a meal, suggesting hospitality or room service. The image highlights interior design, temporary accommodations, and the combination of relaxation and dining facilities often found in hotels, suites, or upscale residential spaces."
33854,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000033854.jpg,"parked cars, motorcycles and buses on a cobblestone parking lot next to a street.",0.8772,0.8042,1,0.8267,22,4,0.848,0.151,"Cars, buses, and motorcycles occupy a cobblestone parking area near a city street lined with buildings. The scene contains multiple forms of transportation gathered within a shared urban space. Pedestrians move through the area while parked vehicles await their drivers. The image captures urban infrastructure, traffic diversity, and the coexistence of modern transportation within a setting that retains traditional architectural and street design elements."
36844,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000036844.jpg,a black couch a green chair a red chair a mirror and a ceiling fan,0.8771,0.9046,1,0.6,14,8,1,0.0651,"A living room contains a black couch, colorful chairs, a ceiling fan, and large windows that allow natural light into the space. Various pieces of furniture and decorative items are arranged throughout the room, creating a comfortable residential environment. The layout suggests an area designed for conversation, relaxation, and daily activities. The image emphasizes interior organization, domestic comfort, and the practical use of shared living spaces."
1000,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000001000.jpg,A group of kids posing for a picture on a tennis court.,0.8771,0.8987,1,0.6133,17,4,1,0.1667,"A large group of children gather together on a tennis court while posing for a photograph. Some hold tennis equipment while others stand closely beside teammates and friends. The outdoor sports facility provides a bright and energetic setting. Smiles and casual poses suggest a team event, tournament, or youth program. The image highlights participation in sports, teamwork, and the social experiences that accompany organized athletic activities."
55528,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000055528.jpg,A man holding a paper bag while showing the camera a toothbrush.,0.8763,0.9562,1,0.48,7,6,1,0.0561,"A man sits in a chair while holding a paper bag and displaying a toothbrush toward the camera. His expression suggests humor or casual conversation as he presents the object. The indoor environment appears relaxed and informal, with household furnishings visible around him. The image captures a candid personal moment and emphasizes everyday objects, human expression, and the spontaneous nature of casual photography within a domestic setting."
2006,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000002006.jpg,City bus driving through pedestrian saturated area near crosswalk.,0.8762,0.95,1,0.4933,8,4,1,0.1314,"A city bus travels through a busy urban area near a crosswalk while pedestrians and vehicles move through the surrounding streets. Buildings, signs, and transportation infrastructure create a dynamic city environment. The bus serves as the focal point, illustrating the role of public transit in connecting people across metropolitan regions. The image emphasizes urban mobility, commuting, and the interaction between public transportation systems and pedestrian activity."
113720,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000113720.jpg,A couple are enjoying pizza and drinks at the restaurant,0.8761,0.9914,1,0.4,21,8,1,0.0877,"A smiling couple sits together at a restaurant table enjoying pizza, drinks, and conversation. Plates of food and beverages are arranged neatly while the pair look toward the camera. The atmosphere appears relaxed and friendly, suggesting a casual meal shared between friends or partners. The image highlights dining experiences, social connection, and the enjoyment of food within a welcoming restaurant environment designed for conversation and leisure."
52413,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000052413.jpg,"A child holding a pink toy cell phone with ""Princess Aurora"" inside it.",0.8758,0.8187,1,0.7867,5,4,1,0.0323,"A child holds a pink toy flip phone decorated with imagery inspired by a princess character. The toy is displayed prominently in the foreground while other people and objects appear nearby. Bright colors and playful design elements emphasize childhood interests and imaginative play. The image captures a moment of interaction with a toy, highlighting themes of entertainment, pretend communication, and the role of toys in children’s everyday experiences."
60932,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000060932.jpg,A man in a suit that is standing in front of a group of people.,0.8757,0.7831,1,0.8667,17,3,0.802,0.0932,"A man dressed in a formal suit stands confidently in front of a group of people at what appears to be a celebration or reception. The black-and-white image captures him smiling and raising a hand while guests gather in the background. Tables, decorations, and formally dressed attendees suggest a wedding, banquet, or special event. The photograph emphasizes social connection, celebration, and the role of the central figure as attention is focused on him during the occasion."
102805,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000102805.jpg,A man in holds a Frisbee in the parking lot by the river.,0.8754,0.9364,1,0.52,10,6,0.9859,0.0515,"A man wearing a hat stands near a riverside parking area while holding a Frisbee in his hand. Mountains and water stretch across the background, creating a scenic outdoor setting. Several parked vehicles and open space suggest a recreational destination where people gather for leisure activities. The image combines elements of travel, nature, and outdoor sports, highlighting a relaxed moment before or after a game while surrounded by impressive natural scenery."
15254,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000015254.jpg,These platters display healthy food choices of two entrees with a side  vegetable and fruit,0.875,0.9,1,0.6,8,3,1,0.1045,"A neatly organized lunch container displays a balanced meal consisting of rice, vegetables, fruit, and other healthy foods arranged in separate compartments. Grapes, carrots, and a colorful entrée contribute to the vibrant appearance. The close-up perspective emphasizes nutrition, portioning, and meal preparation. The image reflects healthy eating habits and practical food organization, illustrating how a packed meal can combine convenience, variety, and visual appeal for work, school, or travel."
24567,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000024567.jpg,There is a man looking at a lot if hot dogs in a bun in a pan,0.875,0.9,1,0.6,9,3,1,0.108,"A man wearing a hat looks down at a tray filled with hot dogs arranged in buns. The outdoor setting suggests a barbecue, picnic, or community gathering where food is being prepared and served. Bright colors from the toppings and buns create a festive appearance. The image highlights casual dining, food preparation, and social events centered around shared meals, drawing attention to the variety and abundance of food available for guests."
25603,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000025603.jpg,A girl sitting around a table in a restaurant eating a pizza.  ,0.8746,0.9525,1,0.48,23,6,1,0.0534,"A young girl sits at a restaurant table with a pizza placed in front of her. Glasses, plates, and table settings surround the meal while the warm indoor lighting creates a cozy atmosphere. She looks toward the camera as if waiting to eat or enjoying time with family and friends. The image emphasizes casual dining, childhood experiences, and the enjoyment of sharing food in a restaurant environment designed for conversation and relaxation."
55150,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000055150.jpg,Two children sit atop their parent's luggage in the parking lot.,0.8738,0.9092,1,0.5733,15,5,0.7373,0.1116,"Two children sit atop luggage carts in a parking lot while surrounded by parked vehicles. The scene appears to capture a family trip, airport arrival, or vacation departure. The children seem comfortable and playful as they ride on the luggage. Cars, travel equipment, and open pavement contribute to the transportation theme. The image highlights family travel experiences, childhood excitement, and the everyday moments associated with moving between destinations."
30828,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000030828.jpg,A person covered with an orange sleeping bag rests his head on a blue back pack as he sleeps on a park bench. ,0.8736,0.8377,1,0.7333,5,5,0.8758,0.0582,"A person sleeps on a park bench while covered by an orange sleeping bag and resting beside a backpack. The outdoor setting includes grass, trees, and surrounding park features. The image captures a quiet moment of rest in a public space, contrasting the bright colors of the sleeping bag against the natural environment. Attention is drawn to themes of shelter, personal belongings, and the relationship between people and shared urban recreational areas."
32334,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000032334.jpg,"Two people, a man and a woman, are toasting with wine glasses.",0.8735,0.95,1,0.48,10,4,1,0.0737,"A smiling man and woman hold wine glasses while posing together indoors. The casual setting appears to be a social gathering, dinner, or celebration where friends enjoy food and drinks. Warm lighting and relaxed expressions create a welcoming atmosphere. The image emphasizes companionship, hospitality, and the role of shared meals in bringing people together. Their interaction conveys enjoyment, conversation, and the simple pleasure of spending time with others."
92416,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000092416.jpg,A male with a bottled beverage wearing a flower in his lapel.,0.8735,0.95,1,0.48,8,4,1,0.1007,"A young man wearing formal attire stands outdoors holding a bottled beverage. A flower pinned to his lapel suggests participation in a wedding, graduation, or other ceremonial event. Water and distant scenery form a pleasant background. His posture and clothing indicate a special occasion, while the candid expression adds a personal touch. The image highlights celebration, personal milestones, and the importance of commemorating meaningful events with family and friends."
20553,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000020553.jpg,Large stuffed animal posed outdoors as if sitting in a chair with beverages on a table.,0.8733,0.8369,1,0.7333,11,7,0.7895,0.0784,"A large stuffed animal is arranged outdoors in a desert-like environment while seated in a chair beside beverages and decorative items placed on a small table. The unusual setup creates a humorous and imaginative scene. Open ground and sparse surroundings emphasize the contrast between the toy and the natural landscape. The image combines creativity and playfulness, transforming an ordinary stuffed figure into the central participant within a carefully staged outdoor display."
93437,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000093437.jpg,An older man is wearing a funny hat in his dining room.,0.8729,0.9486,1,0.48,13,8,1,0.0912,"An elderly man wearing a distinctive hat stands inside a dining area or kitchen while smiling toward the camera. Household furnishings and cabinets appear in the background, creating a comfortable domestic setting. His expression suggests warmth and friendliness, while the unusual hat adds character and humor. The image captures a candid family moment and highlights personality, individuality, and the role of home environments in documenting everyday life and relationships."
89648,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000089648.jpg,People using electronic devises all facing in the same direction.,0.8725,0.9241,1,0.5333,38,6,1,0.0801,"Several people sit in rows while using laptops and other electronic devices. Viewed from above, the scene resembles a classroom, workshop, conference, or training session focused on technology. Participants face the same direction and appear engaged with their screens. The arrangement emphasizes learning, collaboration, and digital communication. The image highlights modern educational or professional environments where computers play a central role in sharing information and completing tasks."
7574,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000007574.jpg,"A kitchen with two sinks, a counter, detergent, a stove and a refrigerator in it.",0.8721,0.8935,1,0.6,12,8,1,0.0747,"A kitchen interior contains wooden cabinets, a refrigerator, a stove, countertops, and cleaning supplies arranged around the room. Various household items are visible near the sink and work surfaces, creating a realistic lived-in appearance. The image emphasizes domestic functionality and organization while showcasing the appliances commonly used for cooking and food preparation. Attention is drawn to the practical layout and everyday utility of the residential kitchen environment."
88040,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000088040.jpg,"Plates of shrimp, vegetables, and noodles served with tea.",0.872,1,1,0.36,13,7,1,0.1331,"Several plates of food are arranged on a table viewed from above, including shrimp, vegetables, noodles, and accompanying beverages. Bowls, cups, and serving dishes contribute to the inviting dining presentation. The meal appears carefully prepared and shared among multiple people. The image highlights culinary variety, presentation, and the social nature of eating together. Rich colors and textures emphasize the appeal of the food and the dining experience itself."
4134,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000004134.jpg,Two men standing next to each other holding hands.,0.8711,0.9388,1,0.4933,26,5,1,0.0696,"Two men stand together at a formal event while greeting one another and shaking hands. Other attendees and banquet tables are visible in the background, suggesting a conference, reception, or celebration. Their professional attire and engaged expressions indicate a respectful social interaction. The image highlights networking, communication, and relationship building within a public gathering. Attention focuses on the exchange between the two individuals amid a larger social setting."
39769,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000039769.jpg,Two cats sleeping with a remote control near each of them.,0.8705,0.8426,1,0.7067,6,4,0.9203,0.1028,"Two cats sleep peacefully on a bright pink blanket with television remotes placed nearby. Their relaxed poses and stretched bodies create a calm and comfortable scene. The indoor setting suggests a living room or bedroom where the animals have chosen a soft resting place. The image emphasizes companionship, relaxation, and the affectionate presence of pets in domestic environments, while the colorful blanket provides a vivid contrast to the cats’ fur."
14439,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000014439.jpg,A group of people standing on a field flying a colorful kite.,0.8705,0.8842,1,0.6133,21,4,1,0.1768,"A group of people stand together in a grassy park while flying a large colorful kite. Open space, recreational equipment, and other visitors create a lively outdoor environment. Participants work together to manage the kite as it catches the wind above the field. The image highlights teamwork, outdoor recreation, and community activities. Bright colors and movement emphasize the enjoyment of spending time outdoors while engaging in a classic leisure activity."
104669,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000104669.jpg,"A plate with a meal of meat, potatoes, carrots, and broccoli. ",0.8698,0.9596,1,0.44,15,6,0.8385,0.1266,"A plate holds a complete meal featuring a piece of meat alongside potatoes, carrots, broccoli, and other vegetables. The arrangement is neatly presented, suggesting a restaurant dish or carefully prepared home-cooked dinner. Bright colors from the vegetables contrast with the darker entrée. The image emphasizes balanced nutrition, food presentation, and the appeal of traditional meals that combine protein, vegetables, and side dishes in a single serving."
11149,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000011149.jpg,A man sitting on a motorcycle near several bicycles with a partially visible person standing nearby.,0.8693,0.7688,1,0.8667,5,3,1,0.1647,"A motorcycle is parked near several bicycles while people stand nearby in an outdoor setting. The collection of vehicles suggests a shared recreational or transportation area. Trees, pathways, and surrounding activity contribute to the public atmosphere. The image highlights different modes of personal transportation and the interaction between cyclists, motorcyclists, and pedestrians. Attention is drawn to the variety of vehicles and the social environment in which they are gathered."
52996,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000052996.jpg,A group of women in military outfits helping other women in a kitchen.,0.8682,0.9205,1,0.52,23,10,1,0.0899,"A group of women wearing military-style uniforms work together in a kitchen while preparing food. Large pots, utensils, and work surfaces indicate an organized cooking effort intended to serve many people. Their coordinated activity reflects teamwork and shared responsibility. The image highlights food preparation, community support, and collaboration. Attention is focused on the interaction between the women as they contribute to a collective task within a functional kitchen environment."
30213,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000030213.jpg,"The picture shows the interior of a kitchen, with vintage refrigerator, stove, and other appliances.",0.8681,0.9202,0.9544,0.6,14,8,1,0.1868,"The interior of a vintage-style kitchen is filled with retro appliances, patterned wallpaper, wooden cabinets, and decorative household items. A classic refrigerator, stove, sink, and dining furniture create a nostalgic atmosphere reminiscent of mid-century home design. Various utensils, containers, and decorations are arranged throughout the room, making the space feel lived-in and functional. The image highlights traditional domestic life, interior decorating styles, and the charm of preserving older kitchen aesthetics in a carefully maintained home environment."
56127,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000056127.jpg,"A room with a fire extinguisher, mugs hanging from a shelf and several lights. ",0.868,0.9022,1,0.56,8,5,1,0.1037,"A narrow interior room contains shelves lined with mugs, a fire extinguisher, counters, hanging lights, and decorative details. Warm lighting and colorful walls create a welcoming atmosphere that resembles a small café, restaurant service area, or compact workspace. The room is carefully organized to maximize limited space while maintaining functionality. Attention is drawn to the arrangement of everyday objects and the cozy character of the environment, emphasizing efficient design and practical use of interior space."
84031,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000084031.jpg,A batter swinging a bat at a baseball with the catcher and umpire behind him.,0.8678,0.8248,1,0.7333,17,4,0.9517,0.1107,"A baseball player swings at a pitch while the catcher and umpire closely follow the action behind home plate. The game takes place on a well-maintained field surrounded by spectators and stadium structures. The batter’s posture captures the intensity and timing required in competitive baseball. Players, officials, and fans all contribute to the atmosphere of the sporting event. The image highlights athletic performance, teamwork, and the excitement associated with live baseball games and organized competition."
74209,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000074209.jpg,A black and stainless steel kitchen with a snack bar and bar stools. ,0.8676,0.9192,1,0.52,21,12,1,0.0628,"A modern kitchen features stainless steel appliances, polished countertops, pendant lighting, and a snack bar lined with stools. The clean design emphasizes contemporary architecture and efficient use of space. Cabinets, sinks, and work surfaces are neatly arranged to support cooking and dining activities. The room appears bright, organized, and welcoming, combining style with functionality. The image showcases modern interior design trends and the importance of kitchens as central gathering spaces within contemporary homes."
52891,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000052891.jpg,A dog walking on the beach with a frizzbe in his month.,0.8676,0.8777,1,0.6133,8,3,1,0.0292,"A dog stands on a sandy beach while carrying a bright yellow frisbee in its mouth. Ocean water, waves, and distant shoreline scenery create a scenic coastal backdrop. The animal appears alert and energetic, as if engaged in a game of fetch with its owner. The image captures a playful outdoor moment that emphasizes companionship between people and pets. Natural lighting, open space, and recreational activity contribute to the cheerful atmosphere of the beach environment."
99039,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000099039.jpg,Plates of food and two glasses of red wine are on a table.,0.8674,0.8595,1,0.6533,13,7,0.809,0.1206,"Several plates of food and two glasses of red wine are arranged on a table beside a large window overlooking greenery and nearby buildings. The setting appears to be a restaurant or dining area where people are enjoying a meal together. Soft natural light enters through the window and reflects off the tableware. The image highlights social dining, food presentation, and the relaxing atmosphere created when meals are shared in attractive surroundings with scenic outdoor views."
66635,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000066635.jpg,"An apple computer monitor, keyboard and mouse sits on top of a clean wooden desk. ",0.8673,0.7644,1,0.8667,4,4,0.9575,0.0339,"An Apple desktop computer sits on a clean wooden desk alongside a keyboard and mouse. The workspace is simple, organized, and free from clutter, emphasizing productivity and focus. The monitor occupies the center of the arrangement while the surrounding furniture provides ample working space. The image reflects modern technology use in home or office settings and highlights the appeal of minimalist workstation design. Attention is drawn to organization, efficiency, and digital productivity."
107226,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000107226.jpg,Men race on wheeled vehicles towed by a group of husky dogs.,0.867,0.8762,1,0.6133,18,4,1,0.0571,"Competitors participate in a dog-powered racing event where huskies pull wheeled vehicles through an outdoor course. Spectators gather nearby to watch the action while handlers guide the dogs. The animals appear strong and energetic as they work together as a team. The image highlights sporting traditions involving working dogs, athletic performance, and human-animal cooperation. Crowds, equipment, and movement contribute to an exciting atmosphere focused on competition and outdoor recreation."
14038,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000014038.jpg,A kitchen with hard wood floors and a yellow smiley face balloon.,0.8666,0.8755,1,0.6133,25,11,1,0.0878,"A living room decorated for a celebration contains colorful balloons, furniture, and a large yellow smiley-face balloon suspended near the ceiling. The room features wooden flooring, entertainment equipment, and decorative touches that create a festive atmosphere. The arrangement suggests a birthday party or social gathering taking place inside the home. The image highlights family celebrations, interior decoration, and the role of shared living spaces in hosting memorable events and social activities."
114884,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000114884.jpg,"A woman with a cigarette standing, while a group of people with luggage walk towards a bus.",0.8661,0.8803,1,0.6,33,5,1,0.1423,"A woman stands inside a transportation terminal while travelers carrying luggage move through the background toward buses or other transit services. The spacious facility contains seating areas, structural supports, and signs associated with public transportation. People appear focused on their journeys as they navigate the terminal. The image captures themes of travel, mobility, and commuting while emphasizing the movement of individuals through modern transportation infrastructure designed to connect destinations."
12120,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000012120.jpg,A couple of women playing a game of tennis on a tennis court.,0.8659,0.8562,1,0.6533,25,4,1,0.1096,"Two women compete in a tennis match on a professional court surrounded by spectators and stadium seating. Both athletes focus intensely on the ball as they move across the blue playing surface. The sporting venue includes advertising displays, officials, and fans observing the competition. The image highlights athletic skill, concentration, and the excitement of professional sports. It captures a dynamic moment within a match where strategy, speed, and precision are essential to success."
87470,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000087470.jpg,a big heard of cows walking down a road in a row with green tags on their ears,0.8658,0.8204,1,0.7333,20,3,1,0.1005,"A large herd of cattle walks together along a rural road bordered by open countryside. The animals move in an organized line while green ear tags help identify members of the herd. Rolling terrain and natural vegetation create an agricultural landscape in the background. The image highlights livestock management, farming practices, and the movement of animals through grazing regions. It reflects rural life and the close relationship between agriculture and the surrounding environment."
41872,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000041872.jpg,"A bedroom with  a large bed facing a fireplace that has a television over the top of it, in a shelf space.",0.8654,0.7602,1,0.8667,5,4,1,0.0402,"A comfortable bedroom contains a large bed, fireplace, television, built-in shelving, and warm lighting. Soft furnishings and decorative details create a relaxing atmosphere designed for rest and comfort. The layout resembles a hotel suite or upscale residential bedroom where entertainment and relaxation are combined in a single space. The image highlights interior design, hospitality, and the importance of creating peaceful living environments that support both leisure and everyday routines."
60899,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000060899.jpg,The young boy is playing in the living room of his house. ,0.8651,0.9313,1,0.48,8,4,1,0.0588,"A young boy plays in a living room while raising an object above his head. Household furniture, rugs, and natural light create a comfortable domestic setting. The child appears energetic and engaged in imaginative play. The image captures a candid family moment that reflects childhood curiosity and activity within the home. Attention is drawn to the interaction between the child and the surrounding environment, emphasizing everyday experiences and family life."
46872,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000046872.jpg,a man standing next to a truck with some stuff on it,0.865,0.8125,1,0.7467,6,3,1,0.1214,"A man stands beside a flatbed truck loaded with large industrial materials and equipment. The outdoor setting suggests a construction, transportation, or delivery operation. The truck occupies most of the scene while the worker appears to inspect or supervise the cargo. The image highlights logistics, heavy-duty transportation, and the movement of large items between locations. Attention is focused on practical work activities and the machinery involved in completing industrial tasks."
33638,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000033638.jpg,A woman wearing shorts bends over a frying pan on a stove.,0.865,0.8718,1,0.6133,8,4,0.9677,0.0511,"A woman bends over a stove while preparing food in a traditional kitchen. Pots, utensils, and cooking equipment surround her as she works on a meal. The room contains functional appliances and furnishings that support everyday household cooking. The image emphasizes domestic life, food preparation, and the effort involved in creating meals. It captures a routine yet important activity that connects family life, nutrition, and the shared experience of eating together."
66038,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000066038.jpg,The father and daughter are under an umbrella on the beach.,0.8647,0.8297,1,0.7067,16,4,0.8943,0.1432,"A father and daughter relax beneath colorful beach umbrellas near the shoreline. Sand, water, and bright weather create a pleasant coastal environment suited for recreation and family outings. The pair appear comfortable as they spend time together enjoying the outdoors. The image highlights family relationships, leisure activities, and vacation experiences. Attention is drawn to the contrast between the colorful umbrellas and the natural beach scenery surrounding them."
86582,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000086582.jpg,A person watering plants with a computer in the foreground.,0.8645,0.9062,1,0.5333,7,4,1,0.0789,"A laptop computer sits prominently in the foreground while a person tends plants in the background. Potted plants, gardening supplies, and outdoor views create a peaceful setting that combines technology with nature. The scene suggests remote work, personal projects, or a lifestyle that balances digital tasks with gardening activities. The image highlights modern work habits and demonstrates how technology can coexist with hobbies and outdoor interests in everyday life."
32610,/Users/sophiahuang/fiftyone/coco-2017/validation/data/000000032610.jpg,Assortment of laptop computers displayed on table with backpacks full of electronic cords.,0.8642,0.7931,1,0.7867,7,2,0.9474,0.1143,"Multiple laptop computers, backpacks, cables, and electronic accessories are displayed across a table. The collection of equipment suggests a workshop, conference, classroom, or technology-focused event. Devices are arranged side by side, emphasizing preparation and connectivity. The image highlights digital tools used for communication, learning, and professional work. Attention is drawn to the variety of electronics and the role they play in supporting collaboration and productivity."
